Giocatore,Squadra,Ruolo,FV,V,GF_GS,GSR,AMM,ESP,RP_RS,AUT,ASS,ADF,Giornata
ATTA,FIORENTINA,C,6,6,0,0,0,0,0,0,0,0,3
BALDANZI,GENOA,C,6,6,0,0,0,0,0,0,0,0,3
BARELLA,INTER,C,6,6,0,0,0,0,0,0,0,0,3
BATURINA,COMO,C,10,7.5,3,0,-0.5,0,0,0,0,0,3
BERNARDESCHI,BOLOGNA,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
BRAGANCA,TORINO,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
BRESCIANINI,FIORENTINA,C,5,5,0,0,0,0,0,0,0,0,3
BUSIO,VENEZIA,C,"6,5",6,0,0,-0.5,0,0,0,1,0,3
CALHANOGLU,INTER,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
CALO',FROSINONE,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
CAQUERET,COMO,C,6,6,0,0,0,0,0,0,0,0,3
CHUKWUEZE,MILAN,C,"7,5",6.5,0,0,0,0,0,0,1,0,3
CICHELLA M,FROSINONE,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
COLOMBO LE,MONZA,C,5,5.5,0,0,-0.5,0,0,0,0,0,3
COLPANI,MONZA,C,6,6,0,0,0,0,0,0,0,0,3
CONCEICAO F,JUVENTUS,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
CRISTANTE,ROMA,C,7,7,0,0,0,0,0,0,0,0,3
DA CUNHA,COMO,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
DE BRUYNE,NAPOLI,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
DIOUF A,INTER,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
DOUGLAS LUIZ,JUVENTUS,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
EDERSON DS,ATALANTA,C,"9,5",6.5,3,0,0,0,0,0,0,0,3
ELLERTSSON,GENOA,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
ELMAS,ATALANTA,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
FABBIAN,PARMA,C,5,5,0,0,0,0,0,0,0,0,3
FAGIOLI,FIORENTINA,C,5,5,0,0,0,0,0,0,0,0,3
FERGUSON,BOLOGNA,C,6,6,0,0,0,0,0,0,0,0,3
FITZ-JIM,TORINO,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
FOLORUNSHO,MONZA,C,"6,5",7,0,0,-0.5,0,0,0,0,0,3
FRENDRUP,GENOA,C,6,6,0,0,0,0,0,0,0,0,3
GAETANO,ATALANTA,C,"4,5",5.5,0,0,0,-1,0,0,0,0,3
GHION,SASSUOLO,C,S.V.,S.V.,0,0,0,0,0,0,0,0,3
GILMOUR,NAPOLI,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
GINEITIS,TORINO,C,6,6,0,0,0,0,0,0,0,0,3
INAO OULAI,FIORENTINA,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
JASHARI A,MILAN,C,S.V.,S.V.,0,0,0,0,0,0,0,0,3
JONES,INTER,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
KEITA MA,PARMA,C,6,6.5,0,0,-0.5,0,0,0,0,0,3
KESSIE,ATALANTA,C,S.V.,S.V.,0,0,0,0,0,0,0,0,3
KONE,ROMA,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
KOOPMEINERS,JUVENTUS,C,7,6,0,0,0,0,0,0,1,0,3
LIBERALI M,COMO,C,S.V.,S.V.,0,0,0,0,0,0,0,0,3
LIBRA M,BOLOGNA,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
LIPANI,SASSUOLO,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
LOBOTKA,NAPOLI,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
LOCATELLI,JUVENTUS,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
LOFTUS-CHEEK,MILAN,C,5,5,0,0,0,0,0,0,0,0,3
MANDRAGORA,TORINO,C,11,8,3,0,0,0,0,0,0,0,3
MASINI,FROSINONE,C,"7,5",6.5,0,0,0,0,0,0,1,0,3
MASTANTUONO,FIORENTINA,C,5,5,0,0,0,0,0,0,0,0,3
MATIC,SASSUOLO,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
MEICHTRY,GENOA,C,S.V.,S.V.,0,0,0,0,0,0,0,0,3
MESSIAS,GENOA,C,6,6,0,0,0,0,0,0,0,0,3
MILLA L,COMO,C,S.V.,S.V.,0,0,0,0,0,0,0,0,3
MODRIC,MILAN,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
MORA R,ROMA,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
MOREIRA D,MILAN,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
MORO N,BOLOGNA,C,5,5,0,0,0,0,0,0,0,0,3
MOUT,MONZA,C,S.V.,S.V.,0,0,0,0,0,0,0,0,3
MUSAH,MILAN,C,6,6,0,0,0,0,0,0,0,0,3
NDOUR,FIORENTINA,C,5,5,0,0,0,0,0,0,0,0,3
NERES D,NAPOLI,C,6,6,0,0,0,0,0,0,0,0,3
NICO PAZ,COMO,C,"10,5",7.5,3,0,0,0,0,0,0,0,3
ORDONEZ,PARMA,C,5,5,0,0,0,0,0,0,0,0,3
PASALIC,ATALANTA,C,6,6,0,0,0,0,0,0,0,0,3
PEDRO GON,TORINO,C,S.V.,S.V.,0,0,0,0,0,0,0,0,3
PEDRO GON,FIORENTINA,C,S.V.,S.V.,0,0,0,0,0,0,0,0,3
PEREZ K,VENEZIA,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
PERRONE,COMO,C,7,7,0,0,0,0,0,0,0,0,3
POBEGA,BOLOGNA,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
POLITANO,NAPOLI,C,9,6,3,0,0,0,0,0,0,0,3
RABIOT,MILAN,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
RICCI S,COMO,C,6,6,0,0,0,0,0,0,0,0,3
SAELEMAEKERS,MILAN,C,5,5,0,0,0,0,0,0,0,0,3
SAMARDZIC,ATALANTA,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
SCHMID R,FROSINONE,C,"5,5",6,0,0,-0.5,0,0,0,0,0,3
SIERRO,PARMA,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
SOHM,VENEZIA,C,"4,5",5,0,0,-0.5,0,0,0,0,0,3
SOW,GENOA,C,5,5.5,0,0,-0.5,0,0,0,0,0,3
SUCIC P,INTER,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
SULEMANA,SASSUOLO,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
THORSTVEDT,SASSUOLO,C,"6,5",6.5,0,0,0,0,0,0,0,0,3
VERGARA,NAPOLI,C,"4,5",5,0,0,-0.5,0,0,0,0,0,3
VLASIC,TORINO,C,7,7,0,0,0,0,0,0,0,0,3
VOLPATO,SASSUOLO,C,6,6,0,0,0,0,0,0,0,0,3
ZHEGROVA,JUVENTUS,C,S.V.,S.V.,0,0,0,0,0,0,0,0,3
ZIELINSKI,INTER,C,"5,5",5.5,0,0,0,0,0,0,0,0,3
ADAMS CH,TORINO,A,"10,5",7.5,3,0,0,0,0,0,0,0,3
AKOR,VENEZIA,A,5,5,0,0,0,0,0,0,0,0,3
ALMQVIST,PARMA,A,"5,5",6,0,0,-0.5,0,0,0,0,0,3
BERARDI D,SASSUOLO,A,"6,5",6.5,0,0,0,0,0,0,0,0,3
BETO,FIORENTINA,A,S.V.,S.V.,0,0,0,0,0,0,0,0,3
BIRLIGEA,FROSINONE,A,S.V.,S.V.,0,0,0,0,0,0,0,0,3
BOGA,JUVENTUS,A,6,6,0,0,0,0,0,0,0,0,3
BONNY,INTER,A,6,6,0,0,0,0,0,0,0,0,3
BOWIE K,SASSUOLO,A,7,7,0,0,0,0,0,0,0,0,3
CACCIAMANI A,TORINO,A,"6,5",6.5,0,0,0,0,0,0,0,0,3
CAMBIAGHI,BOLOGNA,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
CASTRO S,ROMA,A,"7,5",7.5,0,0,0,0,0,0,0,0,3
CISSE A,MILAN,A,"9,5",7,3,0,-0.5,0,0,0,0,0,3
COLOMBO,GENOA,A,7,6,0,0,0,0,0,0,1,0,3
DE KETELAERE,ATALANTA,A,6,6,0,0,0,0,0,0,0,0,3
DIAO A,COMO,A,"13,5",7.5,6,0,0,0,0,0,0,0,3
DOUVIKAS,COMO,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
DOVBYK,BOLOGNA,A,9,6.5,3,0,-0.5,0,0,0,0,0,3
DYBALA,ROMA,A,"7,5",6.5,0,0,0,0,0,0,1,0,3
ESPOSITO F,INTER,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
FERNANDEZ AN,VENEZIA,A,6,6,0,0,0,0,0,0,0,0,3
FORSON O,MONZA,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
FRIGAN,PARMA,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
GHEDJEMIS F,FROSINONE,A,6,6,0,0,0,0,0,0,0,0,3
GNONTO W,FIORENTINA,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
GONZALEZ,JUVENTUS,A,6,6,0,0,0,0,0,0,0,0,3
HOJLUND,NAPOLI,A,10,7,3,0,0,0,0,0,0,0,3
KEAN,COMO,A,"7,5",6.5,0,0,0,0,0,0,1,0,3
KOLO MUANI,JUVENTUS,A,5,5,0,0,0,0,0,0,0,0,3
KRSTOVIC,ATALANTA,A,"6,5",6.5,0,0,0,0,0,0,0,0,3
KVERNADZE,FROSINONE,A,10,7,3,0,0,0,0,0,0,0,3
LAUBERBACH L,VENEZIA,A,5,5,0,0,0,0,0,0,0,0,3
LAURIENTE',SASSUOLO,A,"6,5",6.5,0,0,0,0,0,0,0,0,3
LONTANI S,PARMA,A,10,7,3,0,0,0,0,0,0,0,3
LUCCA,NAPOLI,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
MALEN,ROMA,A,6,6,0,0,0,0,0,0,0,0,3
MARTINEZ L,INTER,A,13,7.5,6,0,-0.5,0,0,0,0,0,3
MBANGULA S,BOLOGNA,A,S.V.,S.V.,0,0,0,0,0,0,0,0,3
MOTA CARVALHO,MONZA,A,"6,5",6.5,0,0,0,0,0,0,0,0,3
NJIE,FIORENTINA,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
ODGAARD J,BOLOGNA,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
OSMAJIC,GENOA,A,9,6,3,0,0,0,0,0,0,0,3
PELLEGRINO MAT,FIORENTINA,A,9,6,3,0,0,0,0,0,0,0,3
PICCOLI,BOLOGNA,A,9,6.5,3,0,-0.5,0,0,0,0,0,3
RAIMONDO,FROSINONE,A,"13,5",7.5,6,0,0,0,0,0,0,0,3
RAMOS G,MILAN,A,6,6,0,0,0,0,0,0,0,0,3
ROBINSON JAY,MONZA,A,10,7,3,0,0,0,0,0,0,0,3
ROMERO D,PARMA,A,5,5,0,0,0,0,0,0,0,0,3
RRHAMANI A,VENEZIA,A,6,6,0,0,0,0,0,0,0,0,3
SANTOS AL,NAPOLI,A,6,6,0,0,0,0,0,0,0,0,3
SCAMACCA,ATALANTA,A,5,5,0,0,0,0,0,0,0,0,3
SEYDOU FINI,FROSINONE,A,"6,5",6.5,0,0,0,0,0,0,0,0,3
SIMEONE,TORINO,A,"6,5",6.5,0,0,0,0,0,0,0,0,3
SOULE,ROMA,A,12,8,3,0,0,0,0,0,0,1,3
THURAM,INTER,A,10,7,3,0,0,0,0,0,0,0,3
TOURE' E,PARMA,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
VITINHA M,GENOA,A,"5,5",5.5,0,0,0,0,0,0,0,0,3
WOLTEMADE,JUVENTUS,A,6,6,0,0,0,0,0,0,0,0,3
YEBOAH J,VENEZIA,A,10,7,3,0,0,0,0,0,0,0,3
ABATE I,,,7,7,0,0,0,0,0,0,0,0,3
ALLEGRI,,,"5,5",5.5,0,0,0,0,0,0,0,0,3
ALVINI,,,7,7,0,0,0,0,0,0,0,0,3
AMORIM,,,6,6,0,0,0,0,0,0,0,0,3
AQUILANI,,,7,7,0,0,0,0,0,0,0,0,3
CHIVU C,,,7,7,0,0,0,0,0,0,0,0,3
CUESTA,,,5,5,0,0,0,0,0,0,0,0,3
DE ROSSI D,,,"5,5",5.5,0,0,0,0,0,0,0,0,3
FABREGAS,,,7,7,0,0,0,0,0,0,0,0,3
GASPERINI,,,7,7.5,0,0,-0.5,0,0,0,0,0,3
GROSSO F,,,"4,5",4.5,0,0,0,0,0,0,0,0,3
JURIC,,,6,6,0,0,0,0,0,0,0,0,3
SARRI,,,"5,5",5.5,0,0,0,0,0,0,0,0,3
SPALLETTI,,,6,6,0,0,0,0,0,0,0,0,3
STROPPA,,,"5,5",5.5,0,0,0,0,0,0,0,0,3
TEDESCO D,,,5,6,0,0,0,-1,0,0,0,0,3
