Giocatore,Squadra,Ruolo,FV,V,GF_GS,GSR,AMM,ESP,RP_RS,AUT,ASS,ADF,Giornata
HERMOSO M,ROMA,D,"5,5",6,0,0,-0.5,0,0,0,0,0,1
HOLM,BOLOGNA,D,"5,5",5.5,0,0,0,0,0,0,0,0,1
ISMAJLI,TORINO,D,"6,5",6.5,0,0,0,0,0,0,0,0,1
J MARIO,FIORENTINA,D,4,4,0,0,0,0,0,0,0,0,1
JACOBO R,COMO,D,5,5,0,0,0,0,0,0,0,0,1
JIMENEZ AL,FIORENTINA,D,6,6,0,0,0,0,0,0,0,0,1
KALULU,JUVENTUS,D,"6,5",6.5,0,0,0,0,0,0,0,0,1
KAMARA H,UDINESE,D,10,7,3,0,0,0,0,0,0,0,1
KELLY,JUVENTUS,D,6,6,0,0,0,0,0,0,0,0,1
KOLASINAC,ATALANTA,D,6,6,0,0,0,0,0,0,0,0,1
KOSSOUNOU,ATALANTA,D,"5,5",5.5,0,0,0,0,0,0,0,0,1
KOUADIO,MONZA,D,5,5.5,0,0,-0.5,0,0,0,0,0,1
KOULIERAKIS K,ROMA,D,6,6,0,0,0,0,0,0,0,0,1
LEYSEN,SASSUOLO,D,6,6,0,0,0,0,0,0,0,0,1
LUCCHESI,MONZA,D,"4,5",5,0,0,-0.5,0,0,0,0,0,1
LULLI E,ROMA,D,"6,5",6.5,0,0,0,0,0,0,0,0,1
MACCHIONI T,SASSUOLO,D,5,5,0,0,0,0,0,0,0,0,1
MANCINI G,ROMA,D,7,7,0,0,0,0,0,0,0,0,1
MARCANDALLI,GENOA,D,5,5,0,0,0,0,0,0,0,0,1
MARUSIC,LAZIO,D,6,6,0,0,0,0,0,0,0,0,1
MIRANDA J,BOLOGNA,D,6,6,0,0,0,0,0,0,0,0,1
MONTERISI,FROSINONE,D,"5,5",5.5,0,0,0,0,0,0,0,0,1
N'DICKA,ROMA,D,"7,5",7.5,0,0,0,0,0,0,0,0,1
NDABA C,LECCE,D,6,6,0,0,0,0,0,0,0,0,1
NDIAYE A,PARMA,D,6,6,0,0,0,0,0,0,0,0,1
NORTON-CUFFY,GENOA,D,6,6,0,0,0,0,0,0,0,0,1
NUNO TAVARES,LAZIO,D,S.V.,S.V.,0,0,0,0,0,0,0,0,1
OBERT,CAGLIARI,D,6,6,0,0,0,0,0,0,0,0,1
ODENTHAL,SASSUOLO,D,9,6,3,0,0,0,0,0,0,0,1
OLIVERA,NAPOLI,D,S.V.,S.V.,0,0,0,0,0,0,0,0,1
OSTIGARD,GENOA,D,"5,5",6,0,0,-0.5,0,0,0,0,0,1
OTOA S,GENOA,D,"5,5",5.5,0,0,0,0,0,0,0,0,1
OYONO,FROSINONE,D,6,6,0,0,0,0,0,0,0,0,1
PALMA M,UDINESE,D,"6,5",6.5,0,0,0,0,0,0,0,0,1
PAVLOVIC S,MILAN,D,"6,5",6.5,0,0,0,0,0,0,0,0,1
PEDERSEN,TORINO,D,6,6,0,0,0,0,0,0,0,0,1
PROVSTGAARD O,LAZIO,D,"5,5",6,0,0,-0.5,0,0,0,0,0,1
RAFA MARIN,NAPOLI,D,"5,5",5.5,0,0,0,0,0,0,0,0,1
RANIERI,FIORENTINA,D,4,4,0,0,0,0,0,0,0,0,1
RODRIGUEZ JU,CAGLIARI,D,"6,5",6.5,0,0,0,0,0,0,0,0,1
RRAHMANI,NAPOLI,D,6,6,0,0,0,0,0,0,0,0,1
SAGRADO R,VENEZIA,D,S.V.,S.V.,0,0,0,0,0,0,0,0,1
SCALVINI,ATALANTA,D,6,6,0,0,0,0,0,0,0,0,1
SCHINGTIENNE J,VENEZIA,D,"5,5",5.5,0,0,0,0,0,0,0,0,1
SIEBERT,LECCE,D,"6,5",6.5,0,0,0,0,0,0,0,0,1
SMOLCIC I,COMO,D,S.V.,S.V.,0,0,0,0,0,0,0,0,1
SOLET O,UDINESE,D,"6,5",6.5,0,0,0,0,0,0,0,0,1
SPINAZZOLA,NAPOLI,D,6,6,0,0,0,0,0,0,0,0,1
STONES,INTER,D,S.V.,S.V.,0,0,0,0,0,0,0,0,1
TERZIC,FROSINONE,D,S.V.,S.V.,0,0,0,0,0,0,0,0,1
TROILO,PARMA,D,"6,5",6.5,0,0,0,0,0,0,0,0,1
VALDEPENAS,FIORENTINA,D,S.V.,S.V.,0,0,0,0,0,0,0,0,1
VALERI,PARMA,D,6,6,0,0,0,0,0,0,0,0,1
VALLE GOMEZ,COMO,D,6,6,0,0,0,0,0,0,0,0,1
VASQUEZ,GENOA,D,"5,5",5.5,0,0,0,0,0,0,0,0,1
VEIGA D,LECCE,D,6,6.5,0,0,-0.5,0,0,0,0,0,1
VOJVODA,UDINESE,D,6,6,0,0,0,0,0,0,0,0,1
WESLEY,ROMA,D,6,6,0,0,0,0,0,0,0,0,1
YAN COUTO,COMO,D,5,5,0,0,0,0,0,0,0,0,1
ZALEWSKI,ATALANTA,D,"5,5",5.5,0,0,0,0,0,0,0,0,1
ZAPPA,CAGLIARI,D,6,6,0,0,0,0,0,0,0,0,1
ZAPPACOSTA,ATALANTA,D,"6,5",6.5,0,0,0,0,0,0,0,0,1
ZE PEDRO,CAGLIARI,D,"4,5",5,0,0,-0.5,0,0,0,0,0,1
ZORTEA,BOLOGNA,D,"5,5",5.5,0,0,0,0,0,0,0,0,1
ADOPO,CAGLIARI,C,7,6,0,0,0,0,0,0,1,0,1
ADZIC V,SASSUOLO,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
AMONDARAIN,BOLOGNA,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
AMORIM A,GENOA,C,6,6,0,0,0,0,0,0,0,0,1
ANGUISSA,NAPOLI,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
ATTA,FIORENTINA,C,"4,5",4.5,0,0,0,0,0,0,0,0,1
BAKOLA D,SASSUOLO,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
BALDANZI,GENOA,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
BARELLA,INTER,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
BASIC,VENEZIA,C,6,6,0,0,0,0,0,0,0,0,1
BATURINA,COMO,C,5,5,0,0,0,0,0,0,0,0,1
BERNABE,PARMA,C,6,6,0,0,0,0,0,0,0,0,1
BERNARDESCHI,BOLOGNA,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
BERNASCONI L,ATALANTA,C,6,6,0,0,0,0,0,0,0,0,1
BRESCIANINI,FIORENTINA,C,"4,5",4.5,0,0,0,0,0,0,0,0,1
BUSIO,VENEZIA,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
CALHANOGLU,INTER,C,10,7.5,3,0,-0.5,0,0,0,0,0,1
CALO',FROSINONE,C,6,6,0,0,0,0,0,0,0,0,1
CANCELLIERI,LAZIO,C,5,5.5,0,0,-0.5,0,0,0,0,0,1
CAQUERET,COMO,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
CASADEI C,TORINO,C,5,5,0,0,0,0,0,0,0,0,1
CHUKWUEZE,MILAN,C,8,7,0,0,0,0,0,0,1,0,1
CICHELLA M,FROSINONE,C,6,6,0,0,0,0,0,0,0,0,1
CIERVO,SASSUOLO,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
COLPANI,MONZA,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
CONCEICAO F,JUVENTUS,C,"7,5",6.5,0,0,0,0,0,0,1,0,1
COULIBALY L,LECCE,C,"7,5",6.5,0,0,0,0,0,0,1,0,1
CREMASCHI,PARMA,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
CRISTANTE,ROMA,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
DA CUNHA,COMO,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
DAGASSO M,VENEZIA,C,"5,5",6,0,0,-0.5,0,0,0,0,0,1
DE BRUYNE,NAPOLI,C,11,7,3,0,0,0,0,0,1,0,1
DEIOLA,CAGLIARI,C,6,6,0,0,0,0,0,0,0,0,1
DELE BASHIRU,LAZIO,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
DIOUF A,INTER,C,9,7,0,0,0,0,0,0,2,0,1
DOMINGUEZ BE,SASSUOLO,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
DOUGLAS LUIZ,JUVENTUS,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
EDERSON DS,ATALANTA,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
EKKELENKAMP J,UDINESE,C,"7,5",6.5,0,0,0,0,0,0,1,0,1
EL AYNAOUI,ROMA,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
EL AZZOUZI,BOLOGNA,C,"4,5",5,0,0,-0.5,0,0,0,0,0,1
ELLERTSSON,GENOA,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
ELMAS,ATALANTA,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
FAGIOLI,FIORENTINA,C,"3,5",4,0,0,-0.5,0,0,0,0,0,1
FAZZINI,CAGLIARI,C,"5,5",6,0,0,-0.5,0,0,0,0,0,1
FELICI,CAGLIARI,C,6,6,0,0,0,0,0,0,0,0,1
FERGUSON,BOLOGNA,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
FITZ-JIM,TORINO,C,6,6,0,0,0,0,0,0,0,0,1
FRANJIC,VENEZIA,C,6,6,0,0,0,0,0,0,0,0,1
FRATTESI,LAZIO,C,"10,5",7.5,3,0,0,0,0,0,0,0,1
FRENDRUP,GENOA,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
GAETANO,ATALANTA,C,8,7,0,0,0,0,0,0,1,0,1
GALAZZI,MONZA,C,6,6,0,0,0,0,0,0,0,0,1
GANDELMAN,LECCE,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
GINEITIS,TORINO,C,7,6,0,0,0,0,0,0,0,1,1
GORTER O,LECCE,C,10,7,3,0,0,0,0,0,0,0,1
HASA L,FROSINONE,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
HENRIQUE L,INTER,C,6,6,0,0,0,0,0,0,0,0,1
INAO OULAI,FIORENTINA,C,6,6,0,0,0,0,0,0,0,0,1
ISAKSEN,LAZIO,C,6,6,0,0,0,0,0,0,0,0,1
JASHARI A,MILAN,C,6,6,0,0,0,0,0,0,0,0,1
KARLSTROM J,UDINESE,C,6,6,0,0,0,0,0,0,0,0,1
KEITA MA,PARMA,C,5,5,0,0,0,0,0,0,0,0,1
KONATE A,PARMA,C,5,5,0,0,0,0,0,0,0,0,1
KONE,ROMA,C,7,7.5,0,0,-0.5,0,0,0,0,0,1
KOOPMEINERS,JUVENTUS,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
KOUDA,PARMA,C,5,5,0,0,0,0,0,0,0,0,1
LIBERALI M,COMO,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
LOBOTKA,NAPOLI,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
LOCATELLI,JUVENTUS,C,6,6,0,0,0,0,0,0,0,0,1
LOFTUS-CHEEK,MILAN,C,"4,5",5,0,0,-0.5,0,0,0,0,0,1
MALDINI,CAGLIARI,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
MALEH,LECCE,C,6,6,0,0,0,0,0,0,0,0,1
MANDRAGORA,FIORENTINA,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
MASINI,FROSINONE,C,6,6,0,0,0,0,0,0,0,0,1
MASTANTUONO,FIORENTINA,C,6,6,0,0,0,0,0,0,0,0,1
MATIC,SASSUOLO,C,6,6,0,0,0,0,0,0,0,0,1
MCKENNIE,JUVENTUS,C,6,6,0,0,0,0,0,0,0,0,1
MCTOMINAY,NAPOLI,C,6,6,0,0,0,0,0,0,0,0,1
MEICHTRY,GENOA,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
MESSIAS,GENOA,C,6,6,0,0,0,0,0,0,0,0,1
MILLA L,COMO,C,6,6,0,0,0,0,0,0,0,0,1
MILLER L,UDINESE,C,6,6,0,0,0,0,0,0,0,0,1
MODRIC,MILAN,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
MORA R,ROMA,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
MOUT,MONZA,C,"7,5",6.5,0,0,0,0,0,0,1,0,1
MUSAH,MILAN,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
NDOUR,FIORENTINA,C,"4,5",4.5,0,0,0,0,0,0,0,0,1
NGOM O,LECCE,C,"5,5",6,0,0,-0.5,0,0,0,0,0,1
NICO PAZ,COMO,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
ONDOA,MONZA,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
ORDONEZ,PARMA,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
PASALIC,ATALANTA,C,6,6,0,0,0,0,0,0,0,0,1
PEREZ K,VENEZIA,C,6,6,0,0,0,0,0,0,0,0,1
PERRONE,COMO,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
PIEROTTI,LECCE,C,6,6,0,0,0,0,0,0,0,0,1
PIOTROWSKI,UDINESE,C,5,5.5,0,0,-0.5,0,0,0,0,0,1
PISILLI,ROMA,C,"9,5",6.5,3,0,0,0,0,0,0,0,1
POLITANO,NAPOLI,C,"4,5",5,0,0,-0.5,0,0,0,0,0,1
RABIOT,MILAN,C,"11,5",7.5,3,0,0,0,0,0,1,0,1
ROMANO A,CAGLIARI,C,"10,5",7.5,3,0,0,0,0,0,0,0,1
ROVELLA,LAZIO,C,"6,5",6.5,0,0,0,0,0,0,0,0,1
ROWE J,BOLOGNA,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
SAELEMAEKERS,MILAN,C,6,6,0,0,0,0,0,0,0,0,1
SAMARDZIC,ATALANTA,C,6,6,0,0,0,0,0,0,0,0,1
SCHMID R,FROSINONE,C,"4,5",5,0,0,-0.5,0,0,0,0,0,1
SOW,GENOA,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
STANKOVIC A,INTER,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
SUCIC P,INTER,C,6,6,0,0,0,0,0,0,0,0,1
TAYLOR,LAZIO,C,7,7,0,0,0,0,0,0,0,0,1
THORSTVEDT,SASSUOLO,C,6,6,0,0,0,0,0,0,0,0,1
UNAI GO,UDINESE,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
VERGARA,NAPOLI,C,11,7,3,0,0,0,0,0,1,0,1
VLASIC,TORINO,C,6,6,0,0,0,0,0,0,0,0,1
VOLPATO,SASSUOLO,C,"5,5",5.5,0,0,0,0,0,0,0,0,1
WINKS H,CAGLIARI,C,6,6,0,0,0,0,0,0,0,0,1
ZACCAGNI,LAZIO,C,6,6,0,0,0,0,0,0,0,0,1
ZANIOLO,UDINESE,C,7,7,0,0,0,0,0,0,0,0,1
ZARRAGA,UDINESE,C,S.V.,S.V.,0,0,0,0,0,0,0,0,1
ZERBIN,FROSINONE,C,6,6,0,0,0,0,0,0,0,0,1
ZHEGROVA,JUVENTUS,C,5,5,0,0,0,0,0,0,0,0,1
ZIELINSKI,INTER,C,"9,5",6.5,3,0,0,0,0,0,0,0,1
ABOUKHLAL,TORINO,A,5,5,0,0,0,0,0,0,0,0,1
ADAMS CH,TORINO,A,10,7,3,0,0,0,0,0,0,0,1
AKOR,VENEZIA,A,5,5,0,0,0,0,0,0,0,0,1
ALMQVIST,PARMA,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
BAYO V,UDINESE,A,4,4,0,0,0,0,0,0,0,0,1
BOGA,JUVENTUS,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
BONNY,INTER,A,6,6,0,0,0,0,0,0,0,0,1
BORRELLI G,CAGLIARI,A,6,6,0,0,0,0,0,0,0,0,1
BOWIE K,SASSUOLO,A,6,6,0,0,0,0,0,0,0,0,1
CACCIAMANI A,TORINO,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
CAMBIAGHI,BOLOGNA,A,6,6.5,0,0,-0.5,0,0,0,0,0,1
CASTRO S,ROMA,A,6,6,0,0,0,0,0,0,0,0,1
CISSE A,MILAN,A,10,7,3,0,0,0,0,0,0,0,1
COLOMBO,GENOA,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
CUTRONE,MONZA,A,6,6,0,0,0,0,0,0,0,0,1
DE KETELAERE,ATALANTA,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
DIA,LAZIO,A,"7,5",7,0,0,-0.5,0,0,0,1,0,1
DIALLO O,PARMA,A,5,5,0,0,0,0,0,0,0,0,1
DIAO A,COMO,A,"6,5",6.5,0,0,0,0,0,0,0,0,1
DOUVIKAS,COMO,A,"9,5",6.5,3,0,0,0,0,0,0,0,1
DOVBYK,BOLOGNA,A,5,5,0,0,0,0,0,0,0,0,1
DYBALA,ROMA,A,11,8,0,0,0,0,0,0,3,0,1
ELPHEGE,PARMA,A,S.V.,S.V.,0,0,0,0,0,0,0,0,1
ESPOSITO F,INTER,A,11,8,3,0,0,0,0,0,0,0,1
FORSON O,MONZA,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
GEUBBELS,LECCE,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
GUEYE ID,UDINESE,A,"4,5",4.5,0,0,0,0,0,0,0,0,1
HOJLUND,NAPOLI,A,5,5,0,0,0,0,0,0,0,0,1
KEAN,FIORENTINA,A,6,6,0,0,0,0,0,0,0,0,1
KOLO MUANI,JUVENTUS,A,5,5,0,0,0,0,0,0,0,0,1
KRSTOVIC,ATALANTA,A,"9,5",6.5,3,0,0,0,0,0,0,0,1
KULENOVIC,TORINO,A,S.V.,S.V.,0,0,0,0,0,0,0,0,1
KULLA G,SASSUOLO,A,S.V.,S.V.,0,0,0,0,0,0,0,0,1
KVERNADZE,FROSINONE,A,"6,5",6.5,0,0,0,0,0,0,0,0,1
LANG,NAPOLI,A,"6,5",6.5,0,0,0,0,0,0,0,0,1
LAURIENTE',SASSUOLO,A,"6,5",6.5,0,0,0,0,0,0,0,0,1
LONTANI S,PARMA,A,"6,5",6.5,0,0,0,0,0,0,0,0,1
LUCCA,NAPOLI,A,"6,5",6.5,0,0,0,0,0,0,0,0,1
MALEN,ROMA,A,"17,5",8.5,9,0,0,0,0,0,0,0,1
MARTINEZ L,INTER,A,5,5.5,0,0,-0.5,0,0,0,0,0,1
MENDY P,CAGLIARI,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
MUTANDWA K,CAGLIARI,A,S.V.,S.V.,0,0,0,0,0,0,0,0,1
N'DRI K,LECCE,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
NJIE,TORINO,A,"7,5",7.5,0,0,0,0,0,0,0,0,1
NOSLIN,LAZIO,A,S.V.,S.V.,0,0,0,0,0,0,0,0,1
ODGAARD J,BOLOGNA,A,"5,5",6,0,0,-0.5,0,0,0,0,0,1
ORSOLINI,BOLOGNA,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
PEDRAZA,LAZIO,A,"6,5",6.5,0,0,0,0,0,0,0,0,1
PELLEGRINO MAT,FIORENTINA,A,"4,5",5,0,0,-0.5,0,0,0,0,0,1
PICCOLI,BOLOGNA,A,6,6,0,0,0,0,0,0,0,0,1
RAIMONDO,FROSINONE,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
RAMOS G,MILAN,A,"6,5",6.5,0,0,0,0,0,0,0,0,1
RASPADORI,ATALANTA,A,"9,5",6.5,3,0,0,0,0,0,0,0,1
ROBINSON JAY,MONZA,A,S.V.,S.V.,0,0,0,0,0,0,0,0,1
RODRIGUEZ JE,COMO,A,"4,5",4.5,0,0,0,0,0,0,0,0,1
RRHAMANI A,VENEZIA,A,S.V.,S.V.,0,0,0,0,0,0,0,0,1
SANTOS AL,NAPOLI,A,"6,5",6.5,0,0,0,0,0,0,0,0,1
SCAMACCA,ATALANTA,A,6,6,0,0,0,0,0,0,0,0,1
SEYDOU FINI,FROSINONE,A,5,5,0,0,0,0,0,0,0,0,1
SIMEONE,TORINO,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
SOULE,ROMA,A,6,6,0,0,0,0,0,0,0,0,1
STULIC,LECCE,A,5,5,0,0,0,0,0,0,0,0,1
TOURE' E,PARMA,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
VARELA GM,MONZA,A,10,7,3,0,0,0,0,0,0,0,1
VITINHA M,GENOA,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
YEBOAH J,VENEZIA,A,"5,5",5.5,0,0,0,0,0,0,0,0,1
YILDIZ,JUVENTUS,A,5,5,0,0,0,0,0,0,0,0,1
ABATE I,TORINO,,6,6,0,0,0,0,0,0,0,0,1
ALLEGRI,NAPOLI,,"6,5",6.5,0,0,0,0,0,0,0,0,1
ALVINI,FROSINONE,,6,6,0,0,0,0,0,0,0,0,1
AMORIM,MILAN,,7,7,0,0,0,0,0,0,0,0,1
AQUILANI,SASSUOLO,,6,6,0,0,0,0,0,0,0,0,1
CHIVU C,INTER,,"6,5",6.5,0,0,0,0,0,0,0,0,1
CUESTA,PARMA,,"5,5",5.5,0,0,0,0,0,0,0,0,1
DE ROSSI D,GENOA,,"5,5",5.5,0,0,0,0,0,0,0,0,1
DI FRANCESCO E,LECCE,,7,7,0,0,0,0,0,0,0,0,1
FABREGAS,COMO,,"5,5",5.5,0,0,0,0,0,0,0,0,1
GASPERINI,ROMA,,8,8,0,0,0,0,0,0,0,0,1
GATTUSO,LAZIO,,7,7,0,0,0,0,0,0,0,0,1
GROSSO F,FIORENTINA,,"4,5",4.5,0,0,0,0,0,0,0,0,1
JURIC,MONZA,,6,6,0,0,0,0,0,0,0,0,1
PISACANE,CAGLIARI,,"6,5",6.5,0,0,0,0,0,0,0,0,1
RUNJAIC,UDINESE,,"6,5",6.5,0,0,0,0,0,0,0,0,1
SARRI,ATALANTA,,"6,5",6.5,0,0,0,0,0,0,0,0,1
SPALLETTI,JUVENTUS,,"6,5",6.5,0,0,0,0,0,0,0,0,1
STROPPA,VENEZIA,,"5,5",5.5,0,0,0,0,0,0,0,0,1
TEDESCO D,BOLOGNA,,5,5,0,0,0,0,0,0,0,0,1
